"";"FranjaHoraria";"Dia";"Malo";"PrimerCredito";"MedioOrigen";"Sexo";"Edad";"EstadoCivil";"Region";"TipoConvenio";"RubroLaboral";"DeudaTC";"DeudaTC_cat";"AtrasoTC";"LimiteUtilizadoTC";"EstadoCuentaTC";"CantAtraso1mTC";"CantAtraso3mTC";"MaximoAtrasoTC";"TieneTC";"CapitalPrestado";"Cuotas";"MontoCuota";"MontoTotal";"ProgramaFidelidad";"PeorCalificacionBCU";"PeorCalificacionBCU_cat";"MejorCalificacionBCU";"MejorCalificacionBCU_cat";"PromedioCalificacionBCU";"DeudaVigenteBCU";"ContingenciasBCU";"PrevisionesBCU";"DeudaMorosaBCU";"DeudaCastigadaBCU";"CantidadInstitucionesBCU";"FueDenegadoAnteriormente";"DiasUltDenegacion";"ContOutBoundCobranza";"ContactosInBound";"DeudaCreditos";"CantCredAtraso0";"CantCredAtrasoMedio";"CantCredAtrasoMayor";"CantCuotasAtraso";"CantCuotasAbiertas";"MontoCreditosAbiertos";"MontoAPagarMensual"
"116";"Horas-Casa";"Sábado";"0";"Nuevo";"Web";"Hombre";34;"Casado";"DptoNorte";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"1C";"1C";"1C";"1C";1;26360,065974819;0;131,800584816494;0;0;1;"0";0;0;2;0;0;0;0;0;0;0;0
"117";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";29;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"5";"Otros";"5";"Otros";6;0;0;943,532546991341;943,532546991341;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"118";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Mujer";38;"Casado";"Sin Identificar";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;8;447,073714754422;3576,58922915436;"0";"5";"Otros";"3";"Otros";5;0;403,990995627823;68,679164554181;0;2407,12672842662;2;"1";506;0;0;0;0;0;0;0;0;0;0
"119";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Mujer";45;"Casado";"DptoCentroSur";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2274,54972812315;1;"1";785;0;0;0;0;0;0;0;0;0;0
"120";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";42;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"3";"Otros";5;25987,6275775188;0;4327,51742923698;0;2632,83186932052;2;"0";0;0;0;0;0;0;0;0;0;0;0
"121";"Horas-Trabajo";"Sábado";"1";"Nuevo";"Web";"Hombre";44;"Casado";"Sin Identificar";"Sin Convenio";"AdmYServDomestico";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"5";"Otros";6;0;0;1302,8692226561;1302,8692226561;0;1;"1";564;0;0;0;0;0;0;0;0;0;0
"122";"Horas-Casa";"Viernes";"0";"Nuevo";"Web";"Hombre";28;"Casado";"DptoCentroSur";"Alianza";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";927,063268034704;7;201,385412211549;1409,69704068991;"0";"5";"Otros";"5";"Otros";6;0;3729,69141021212;18554,8955083924;18615,9032244036;1504,39191820332;2;"1";913;0;0;0;0;0;0;0;0;0;0
"123";"Horas-Casa";"Viernes";"0";"Nuevo";"Web";"Hombre";55;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"3";"Otros";4;1050,10542262644;0;1428,6647551539;1263,12370269728;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"124";"Horas-Casa";"Viernes";"1";"Nuevo";"Web";"Hombre";50;"Soltero";"DptoNorte";"Sin Convenio";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;9;496,382571324435;4467,4437235978;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"125";"Horas-Trabajo";"Sábado";"1";"Nuevo";"Web";"Mujer";55;"Soltero";"MVDCentrosur";"Sin Convenio";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2303,02911171717;1;"0";0;0;2;0;0;0;0;0;0;0;0
"126";"Horas-Casa";"Viernes";"0";"Nuevo";"Web";"Mujer";28;"Soltero";"Canelones";"Sin Convenio";"Otros";0;"Sin deudas";0;0;"Cancelada";0;0;0;"1";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"5";"Otros";"5";"Otros";6;0;0;838,141677022986;838,141677022986;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"127";"Horas-Casa";"Viernes";"0";"Nuevo";"Web";"Hombre";42;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;1405,72689224455;0;7,02945722987314;0;0;1;"1";141;0;0;0;0;0;0;0;0;0;0
"128";"Horas-Casa";"Lunes";"0";"Nuevo";"Web";"Mujer";28;"Soltero";"MVDEste";"Sin Convenio";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3968,01388218397;2;"1";62;0;0;0;0;0;0;0;0;0;0
"129";"Horas-Trabajo";"Sábado";"0";"Nuevo";"Web";"Hombre";32;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3215,35670910647;1;"1";1538;0;0;0;0;0;0;0;0;0;0
"130";"Horas-Trabajo";"Sábado";"1";"Nuevo";"Web";"Mujer";46;"Soltero";"DptoCentroSur";"Sin Convenio";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;2353,67457804991;0;11,7690681877006;0;0;1;"0";0;0;1;0;0;0;0;0;0;0;0
"131";"Horas-Casa";"Sábado";"0";"Nuevo";"Web";"Mujer";26;"Soltero";"MVDNoroeste";"Alianza";"ComerciosYAlojamientos";-257,450104849578;"Sin deudas";0;100;"Activa";0;12;1318;"1";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"3";"Otros";4;47129,3726171371;691,635551117291;8039,70820260677;0;1295,25571556737;4;"1";310;0;0;0;0;0;0;0;0;0;0
"132";"Horas-Casa";"Sábado";"1";"Nuevo";"Web";"Hombre";35;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin deudas";0;0;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;635,075421134494;832,368390521299;7,32843513381434;0;0;2;"1";238;0;0;0;0;0;0;0;0;0;0
"133";"Horas-Trabajo";"Domingo";"0";"Nuevo";"Web";"Hombre";53;"Casado";"DptoNoroeste";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"3";"Otros";5;64526,5376104587;1169,81478476959;11316,1722870257;1070,57034426831;3755,9736538609;4;"1";44;0;0;0;0;0;0;0;0;0;0
"134";"Horas-Trabajo";"Domingo";"0";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3754,72211844906;1;"1";68;0;0;0;0;0;0;0;0;0;0
"135";"Horas-Casa";"Domingo";"0";"Nuevo";"Web";"Hombre";69;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;20178,0233723074;7360,62972345501;137,692071884854;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"136";"Horas-Trabajo";"Martes";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";53;"Casado";"MVDSureste";"Sin Convenio";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"1C";"1C";"1C";"1C";1;25116,3271650564;245,963790958628;126,808349118127;0;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"137";"Horas-Trabajo";"Martes";"0";"Nuevo";"Web";"Hombre";59;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;1042,48264490502;1;"0";0;0;0;0;0;0;0;0;0;0;0
"138";"Horas-Trabajo";"Martes";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";31;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"3";"Otros";"1C";"1C";2;105661,618795785;0;3018,25378768961;0;0;7;"0";0;0;0;0;0;0;0;0;0;0;0
"139";"Horas-Trabajo";"Martes";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";37;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;12;420,91102628014;5050,9327091825;"0";"2A";"Otros";"1C";"1C";1;224738,855896652;9555,2411036337;1571,41859248223;0;0;7;"0";0;0;0;0;0;0;0;0;0;0;0
"140";"Horas-Trabajo";"Martes";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";52;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;9;334,272652223299;3008,45472894648;"0";"1C";"1C";"1C";"1C";1;7542,93903277221;7181,95913746485;73,5856469002546;0;0;4;"0";0;0;0;0;0;0;0;0;0;0;0
"141";"Horas-Trabajo";"Martes";"1";"Nuevo";"Web";"Mujer";48;"Soltero";"DptoNoroeste";"Sin Convenio";"Educacion";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"3";"Otros";5;57263,4071309029;740,514961924421;8803,9930667236;0;0;2;"1";1963;0;0;0;0;0;0;0;0;0;0
"142";"Horas-Dormir";"Sábado";"1";"Nuevo";"Web";"Hombre";44;"Casado";"Sin Identificar";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;9;415,327597628004;3737,94922627214;"0";"1C";"1C";"1C";"1C";1;1410,96711736712;0;7,05031615340393;0;0;1;"1";137;0;0;0;0;0;0;0;0;0;0
"143";"Horas-Trabajo";"Lunes";"1";"Renovacion";"Web";"Hombre";45;"Soltero";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"3";"Otros";"1C";"1C";2;6957,56347343705;0;256,99584384824;0;0;3;"1";3630;0;1;0;0;0;0;0;0;0;0
"144";"Horas-Trabajo";"Sábado";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Mujer";26;"Casado";"DptoNorte";"Alianza";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"5";"Otros";"5";"Otros";6;0;0;10011,7085155486;25398,1590338552;2111,97759578241;2;"0";0;0;1;0;0;0;0;0;0;0;0
"145";"Horas-Dormir";"Lunes";"1";"Nuevo";"Web";"Hombre";64;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;2096,09004902647;0;0;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"146";"Horas-Dormir";"Lunes";"1";"Nuevo";"Web";"Mujer";28;"Casado";"Sin Identificar";"Alianza";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"3";"Otros";5;13879,7571655404;10429,3783296963;2892,2960191199;0;3062,81771898404;3;"1";132;0;0;0;0;0;0;0;0;0;0
"147";"Horas-Dormir";"Lunes";"1";"Nuevo";"Web";"Hombre";44;"Casado";"Sin Identificar";"Sin Convenio";"Transporte";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;415,611733692638;752,487984031089;5,84049858861864;0;0;1;"1";139;0;0;0;0;0;0;0;0;0;0
"148";"Horas-Dormir";"Lunes";"1";"Nuevo";"Web";"Hombre";46;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;570,032662249179;0;2,84376657469645;0;0;1;"1";2;0;0;0;0;0;0;0;0;0;0
"149";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Hombre";43;"Casado";"MVDNoroeste";"Sin Convenio";"Transporte";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"3";"Otros";"3";"Otros";4;2618,95373219804;0;445,222134473667;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"150";"Horas-Trabajo";"Lunes";"1";"Nuevo";"Web";"Hombre";27;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"3";"Otros";4;15770,8109492338;273,54160552449;2674,21365594742;0;99,6593013137307;3;"1";424;0;0;0;0;0;0;0;0;0;0
"151";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Hombre";29;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"2A";"Otros";"1C";"1C";1;81112,1421483101;4424,58095340021;709,838438385152;0;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"152";"Horas-Trabajo";"Lunes";"1";"Nuevo";"Web";"Hombre";72;"Viudo";"DptoSuroeste";"Sin Convenio";"JubiladosYPensionistas";0;"Sin deudas";0;0;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;17688,5386608067;344,744699825895;90,1684911072254;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"153";"Horas-Trabajo";"Lunes";"1";"Nuevo";"Web";"Mujer";29;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"1C";"1C";"1C";"1C";1;132482,629898103;4486,65015685331;684,844812678937;0;0;3;"1";202;0;1;0;0;0;0;0;0;0;0
"154";"Horas-Trabajo";"Lunes";"1";"Nuevo";"Web";"Hombre";42;"Casado";"Sin Identificar";"Sin Convenio";"Construccion";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;4633,64762629106;1;"1";69;0;0;0;0;0;0;0;0;0;0
"155";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Mujer";30;"Divorciado";"DptoEste1";"Sin Convenio";"Otros";-0,0556237960820823;"Sin deudas";0;108,04;"Activa";0;0;0;"1";2781,18980410411;10;466,38757056078;4663,87452414533;"1";"5";"Otros";"3";"Otros";4;6589,4011554606;0;1120,1960410062;0;3381,63477686117;3;"1";99;0;8;0;0;0;0;0;0;0;0
"156";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Hombre";74;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;9;496,382571324435;4467,4437235978;"0";"2B";"Otros";"1C";"1C";1;32094,1307472928;31,5155157968398;369,019851499384;0;0;3;"0";0;0;1;0;0;0;0;0;0;0;0
"157";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Mujer";49;"Casado";"Sin Identificar";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;8565,93480778314;1698,01835236504;51,3199048602311;0;0;1;"1";4;0;0;0;0;0;0;0;0;0;0
"158";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Hombre";27;"Casado";"Sin Identificar";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"3";"Otros";"1C";"1C";2;81046,5408338058;141,8569036165;18209,0244266958;0;0;6;"1";109;0;0;0;0;0;0;0;0;0;0
"159";"Horas-Trabajo";"Lunes";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Mujer";36;"Soltero";"DptoNoroeste";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;9;334,272652223299;3008,45472894648;"0";"5";"Otros";"3";"Otros";5;13611,5763033633;0;2250,3950946745;0;2373,7269565375;2;"1";397;0;0;0;0;0;0;0;0;0;0
"160";"Horas-Casa";"Lunes";"1";"Nuevo";"Web";"Hombre";43;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;10;238,234804967231;2382,34864493022;"0";"5";"Otros";"5";"Otros";6;0;0;966,23169110917;966,23169110917;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"161";"Horas-Casa";"Lunes";"1";"Nuevo";"Web";"Hombre";28;"Casado";"DptoNoroeste";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"3";"Otros";5;0;897,466773202696;152,569119678641;0;461,218611163606;2;"1";185;0;0;0;0;0;0;0;0;0;0
"162";"Horas-Trabajo";"Martes";"0";"Nuevo";"Web";"Hombre";55;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;10;390,336639265688;3903,36744284574;"0";"1C";"1C";"1C";"1C";1;20179,9192166905;9,13157319014184;100,943283939959;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"163";"Horas-Casa";"Martes";"0";"Nuevo";"Web";"Hombre";42;"Casado";"Sin Identificar";"Alianza";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"1C";"1C";"1C";"1C";1;3476,48493747197;0;17,3824362756507;0;0;1;"1";1435;0;0;0;0;0;0;0;0;0;0
"164";"Horas-Casa";"Martes";"0";"Nuevo";"Web";"Hombre";36;"Casado";"Sin Identificar";"Acuerdo Comercial";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";927,063268034704;8;184,843593836029;1478,74934820948;"0";"5";"Otros";"3";"Otros";5;0;1881,63713854834;319,878545319035;0;711,428351889832;2;"1";411;0;0;0;0;0;0;0;0;0;0
"165";"Horas-Casa";"Martes";"0";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Sin Convenio";"AdmYServDomestico";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"1C";"1C";3;96906,8481532775;1133,33484517243;10103,119271435;0;0;5;"0";0;0;0;0;0;0;0;0;0;0;0
"166";"Horas-Casa";"Martes";"1";"Nuevo";"Web";"Mujer";47;"Casado";"DptoEste2";"Sin Convenio";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"1C";"1C";"1C";"1C";1;9970,35685847794;547,199093957484;52,5899815374387;0;0;1;"1";68;0;1;0;0;0;0;0;0;0;0
"167";"Horas-Casa";"Martes";"0";"Nuevo";"Web";"Hombre";48;"Casado";"Sin Identificar";"Alianza";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;7;488,472261399631;3419,30599275776;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;1277,25909987664;1;"0";0;0;0;0;0;0;0;0;0;0;0
"168";"Horas-Dormir";"Miércoles";"1";"Nuevo";"Web";"Mujer";51;"Soltero";"DptoNoroeste";"Sin Convenio";"Salud";875,752633807153;"Con deudas";3;47,54;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"1";"5";"Otros";"3";"Otros";5;660,986839476064;1123,60995149074;303,383772122527;0;1693,25092950918;2;"1";429;0;1;0;0;0;0;0;0;0;0
"169";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Hombre";31;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"170";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Mujer";57;"Divorciado";"MVDNoreste";"Sin Convenio";"Salud";0;"Sin deudas";0;0;"Activa";0;0;0;"1";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"1C";"1C";"1C";"1C";1;42488,5472034933;0;212,431912553812;0;0;9;"1";1360;0;0;0;0;0;0;0;0;0;0
"171";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Hombre";52;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";4;8214,67053552479;5923,67470502671;3299,17481682765;0;3125,07465274891;3;"0";0;0;0;0;0;0;0;0;0;0;0
"172";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Hombre";43;"Casado";"Sin Identificar";"Alianza";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;11;225,279302326044;2478,07256267115;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3150,65928128849;1;"0";0;0;0;0;0;0;0;0;0;0;0
"173";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";43;"Casado";"Sin Identificar";"Sin Convenio";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3667,84470194335;1;"1";351;0;0;0;0;0;0;0;0;0;0
"174";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";31;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;52457,2005832162;0;262,287057450549;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"175";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";23;"Casado";"DptoNoroeste";"Sin Convenio";"Otros";-0,173824362756507;"Sin deudas";0;87,86;"Activa";0;0;0;"1";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"1C";"1C";"1C";"1C";1;2366,38693311283;5,53688536833727;11,8548215399938;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"176";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Mujer";58;"Casado";"DptoNorte";"Sin Convenio";"Otros";-0,0973416431436439;"Sin deudas";0;98,82;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;1716,27222811265;0;8,57997054566119;0;0;1;"0";0;0;4;0;0;0;0;0;0;0;0
"177";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Hombre";61;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2975,64132457439;3;"0";0;0;0;0;0;0;0;0;0;0;0
"178";"Horas-Casa";"Miércoles";"1";"Nuevo";"Web";"Hombre";33;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";0;0;0;0;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"179";"Horas-Dormir";"Martes";"1";"Nuevo";"Web";"Hombre";41;"Casado";"MVDEste";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;8;272,253624711585;2178,02853597171;"0";"5";"Otros";"5";"Otros";6;45,4261001337005;0;45,4261001337005;0;3570,01635058399;1;"0";0;0;0;0;0;0;0;0;0;0;0
"180";"Horas-Trabajo";"Sábado";"0";"Nuevo";"Web";"Hombre";37;"Soltero";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;1290,5346458749;1;"0";0;0;0;0;0;0;0;0;0;0;0
"181";"Horas-Trabajo";"Sábado";"0";"Nuevo";"Web";"Hombre";30;"Casado";"DptoSuroeste";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;8;447,073714754422;3576,58922915436;"0";"5";"Otros";"3";"Otros";5;23974,4563848435;0;4133,80292406479;81,0971770295058;2131,30686492093;4;"1";186;0;0;0;0;0;0;0;0;0;0
